"","date","variable","spi3","district"
"369",2012-09-01,"spi",1.18247735483978,"adanyabaal"
"370",2012-10-01,"spi",-0.364557578642142,"adanyabaal"
"371",2012-11-01,"spi",0.160312374838892,"adanyabaal"
"372",2012-12-01,"spi",-1.18565221751502,"adanyabaal"
"373",2013-01-01,"spi",-1.80409767140392,"adanyabaal"
"374",2013-02-01,"spi",-1.4385317327433,"adanyabaal"
"375",2013-03-01,"spi",-1.40037734777166,"adanyabaal"
"376",2013-04-01,"spi",-1.25044223546466,"adanyabaal"
"377",2013-05-01,"spi",-0.346417180313737,"adanyabaal"
"378",2013-06-01,"spi",-0.509774784753523,"adanyabaal"
"379",2013-07-01,"spi",1.74900593740224,"adanyabaal"
"380",2013-08-01,"spi",1.16901986074526,"adanyabaal"
"381",2013-09-01,"spi",0.914118320853436,"adanyabaal"
"382",2013-10-01,"spi",-0.835052211860234,"adanyabaal"
"383",2013-11-01,"spi",-1.31425486520967,"adanyabaal"
"384",2013-12-01,"spi",0.200533321785981,"adanyabaal"
"385",2014-01-01,"spi",-0.338511208043893,"adanyabaal"
"386",2014-02-01,"spi",0.596523316520792,"adanyabaal"
"387",2014-03-01,"spi",0.294394360129833,"adanyabaal"
"388",2014-04-01,"spi",-0.144801081194049,"adanyabaal"
"389",2014-05-01,"spi",0.631725849414745,"adanyabaal"
"390",2014-06-01,"spi",0.574275596540208,"adanyabaal"
"391",2014-07-01,"spi",0.846659856824025,"adanyabaal"
"392",2014-08-01,"spi",-0.196712012279084,"adanyabaal"
"393",2014-09-01,"spi",-1.29593691078138,"adanyabaal"
"394",2014-10-01,"spi",0.242749757099531,"adanyabaal"
"395",2014-11-01,"spi",-0.209150091964342,"adanyabaal"
"396",2014-12-01,"spi",-0.23479288088061,"adanyabaal"
"397",2015-01-01,"spi",-1.08817000816415,"adanyabaal"
"398",2015-02-01,"spi",-1.83375389796352,"adanyabaal"
"399",2015-03-01,"spi",-0.920463431265282,"adanyabaal"
"400",2015-04-01,"spi",-1.58250748393922,"adanyabaal"
"401",2015-05-01,"spi",-0.925990251881273,"adanyabaal"
"402",2015-06-01,"spi",-0.821728301363107,"adanyabaal"
"403",2015-07-01,"spi",-1.18636745297217,"adanyabaal"
